session_id,run_name,event_id,best_lap_driver,best_lap_time,total_laps,total_laps_leader,num_participants,num_positions
E82E774B72637180-2147484765-1073750251,Practica Libre #2,E82E774B72637180-2147484765,Luis C,46.070,8,8,22,22
