session_id,run_name,event_id,best_lap_driver,best_lap_time,total_laps,total_laps_leader,num_participants,num_positions
E82E774B72637180-2147484765-1073750253,Cat D - Qualy,E82E774B72637180-2147484765,Marco Ramirez,45.867,8,8,22,23
