session_id,run_name,event_id,best_lap_driver,best_lap_time,total_laps,total_laps_leader,num_participants,num_positions
E82E774B72637180-2147484742-1073749966,Cat A - Final,E82E774B72637180-2147484742,Hans Molina,45.560,9,9,18,20
