session_id,run_name,event_id,best_lap_driver,best_lap_time,total_laps,total_laps_leader,num_participants,num_positions
E82E774B72637180-2147484742-1073749963,Cat A - Qualy,E82E774B72637180-2147484742,Esteban Porras,45.724,9,9,21,20
